Year,Month,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA
2000,1,0.0373285090331115,-0.00311559913807813,0.0488983443480118,0.00335609286874905,0.0326176462083974,0.0356797898732719,0.00435716620711735,-0.0408751942673662,-0.0459304719354839,-0.0140993894111622,-0.0419313264930022,0.0116594058794163,-0.0585038235727086,-0.0284567561298856,-0.01760596729348,-0.0100002867797406,0.0146963916525858,-0.0509235593757466,0.03189413895716,-0.00320366609575007,-0.0410921720306367,0.0324546435560678,-0.0484351371193889,-0.101733809710275,-0.0660878761503669,0.00507901006400413,0.0901672129813109,-0.0501869070853387,0.0224712271202424,-7.44919034818547e-05,-0.044687480868749,-0.158167673925585,-0.0324525019760198,0.0158123982778633,0.00371893879202956,-0.0296192840493257,0.0385320376344513,-0.00965059312852024,-0.138047377411248,-0.0328178603076461,-0.030602307460744,-0.0377364147550775,0.0907709557821302,-0.0226398018189963,-0.0289459876301416,0.00465432163466473,-0.0300986140501793,-0.0222311658282983,-0.0218259944235365
2000,2,0.0264298474973167,-0.0130434877873535,-0.00898515640776654,-0.040215187455956,0.0486166333599473,-0.111935700434335,-0.00408083685449928,0.0208824735884369,-0.00198506152342259,-0.0255380849489395,-0.0548398941427659,0.0381751476929411,-0.0316356197862441,-0.0187685956676094,0.00623740319641641,-0.0208861169242529,0.0324278259550423,-0.0114743176188491,-0.149170318532149,0.00219929807594171,-0.0732260374712647,-0.000268160402076445,0.0226775785226346,0.0427290355398293,-0.0368546862692955,-0.0140758796833612,-0.00182554408130592,-0.040844193733942,0.00473848782877062,-0.0346497096550257,-0.021789658146628,-0.0521831171117204,-0.00426136457951598,-0.00200053643178433,-0.0117667269491022,-0.00535107837686,-0.124610628535318,0.0106717808721585,-0.0702700861915738,-0.0127217360407879,-0.0324908773431075,-0.0151087914761328,0.0203564579957848,0.0125375360919815,-0.024349227713341,0.0484724466982699,0.0192387127691506,0.0268578594456428,-0.0124147307226112
2000,3,0.0352567159615221,0.0533422935633711,0.0397035628364554,0.0499804822193391,0.182172610511497,-0.0301201407419414,-0.0347136699161159,-0.00760296855575981,-0.0357350711113613,0.0965492095132832,0.0168792382074705,0.0415253495064659,0.0625493540002203,0.081216204794667,0.0266807736863127,0.0174553729312347,0.053223880257499,-0.0639476558619515,-0.0484879080214573,0.0139825722476334,-0.0198916329118927,0.0441021656397792,0.0268743641646583,0.100749620789934,0.0554114836117759,0.0382323105692732,0.0767807988560772,-0.0857841203825452,0.0700788785372991,0.00467061259343049,-0.00400682542450692,0.0378769297021438,-0.00089351718301206,0.083099888858568,0.0305770473097661,-0.0509843627043942,-0.0294462847050871,0.0163963748728373,0.0797007050281001,-0.00579829177392943,0.024487192774529,0.0847034518028119,0.0528963202094394,-0.0220178659970408,0.0215020222034597,0.0331870617618751,-0.00519328041151962,0.108560024719584,0.0109247029783139
2000,4,0.0399728644257275,-0.0250067250859043,0.0871560720806771,0.0574312118946341,0.0916547576630468,0.149419608950452,0.131147767022268,0.0470193693000435,0.0491374593007001,0.0630676539755058,0.0634067605577068,0.0714506413199908,0.0190060677866848,0.0743862452569432,0.059039064176209,0.0914491427867223,0.0581374245599555,0.114266005894946,0.164765863489234,0.0230050364193252,0.0930747416474793,0.111792041681635,0.0596447698066819,0.0827125560400378,-0.0085691965071526,0.0371136608219079,0.11403150179346,0.134483052968852,0.0551221592458273,0.116867164841887,0.055887167297614,0.073105366516008,0.0380473702134919,0.0814834841489204,0.0186191615686344,0.110957532968071,0.162066739125144,0.052979518873516,-0.0060099537522259,0.0887461424929289,0.0601846428921656,0.0661900350817567,0.073423332423094,0.125978041913937,0.0123944321202603,0.14839810682548,0.0332192864078102,0.061405699993525,0.0446630166792392
2000,5,0.0142856728899328,-0.0323105937351797,-0.00851422867510121,-0.0292963484300709,-0.0313020151854034,-0.0984705113571548,-0.0496535660393491,-0.0391970728441533,-0.0620455002872385,-0.0380682915622714,-0.0156409770920568,0.0635041331335156,-0.0649851684268507,-0.0547073542807804,0.0436531746661053,-0.0092424473577899,0.019743558862412,-0.0824383323481565,-0.0478133250000746,-0.0105534594089831,-0.0101889237931487,0.00209110772349064,-0.0638438045512945,-0.039176178709858,-0.0777698966260811,-0.0399785489254575,-0.0335138552691565,-0.110628113679752,-0.0216099900456443,-0.0580530529096572,-0.00582941998026498,0.0165443733298721,-0.0135758723900042,-0.00686072056072728,-0.00459034417249726,-0.0271327813594628,-0.0691314370446256,0.0155564528741947,-0.0764345925325519,-0.000678123240212658,-0.00126892699019776,-0.0801282616392986,-0.0492673553632514,-0.0622324201750853,-0.0203335979629391,0.0267155518890855,-0.0385013967728599,-0.0733486247325339,0.00255987038016448
2000,6,0.0213064613541381,0.0854932476155448,0.0673686105691206,0.0276891512452241,0.0547939119661464,0.120288088335239,0.105591740899034,0.0373362850116499,0.0298588301248228,0.0588860128999513,0.0422418552581796,0.00761418494704025,0.0497156153596137,0.0322908861814958,0.0228140851560015,0.0618092924976978,0.0725924931648685,0.0932206594087411,0.112235026510617,0.0281598347627086,0.0246255307662233,0.0675708737653463,0.062226851090729,0.0558908365402462,-0.0143158067450097,0.0506495113271771,0.159449107668227,0.0749916196716451,0.0661356906628839,0.077926389338799,0.0322409827418561,0.0165837501437364,0.0147665750064996,0.067369724729625,0.034683270086371,0.071413444313003,0.152761716785605,0.0432529268748735,0.0310843686871221,0.0479106010266458,0.0495450331274387,0.0574612116396461,0.139804696850403,0.0442192777358924,0.00187541195386154,0.0786486469526906,0.0463708300464699,0.0292358405414072,0.0414729240810897
2000,7,0.0353159498183434,0.0664607689662694,0.0299837898133424,-0.00422596907948086,0.00295730911769621,0.148653718027632,0.0418532778374178,0.0721564428674532,0.0537490505368842,0.055694737362174,0.056776367608416,0.0987186567605651,0.0666498291460783,0.030629406643772,0.0730633756458978,-0.00579353764681445,0.0644433874673251,0.0068080611656387,0.170773438021308,0.0342449089344004,0.0248298453255953,0.047264199807202,0.0762098667327527,0.0639691317903504,0.0438750831360618,-0.0213903384201883,0.12338407060561,0.0310818630230419,0.0626228713714123,0.102746451587255,0.0365118854639771,0.0578718769576005,0.0288990424030034,0.0287678400199773,0.0391278443452393,0.0400808199854688,0.180629020615836,0.0399743308755521,0.069976579906796,0.0783993452935041,0.0263049932450753,-0.0063922850814091,0.0989358690640577,0.0684426256468702,0.0165898918706621,0.107374272016296,0.0598818068657997,-0.0367191641846517,0.0465906277820149
2000,8,0.0303568082825487,0.031313770316994,0.00597960905756423,0.0534322505958141,0.049343166269246,0.0644279377200253,0.120506114775801,0.0513130007232564,-0.00184046905105451,-0.0141815381756033,0.0172945399586524,-0.0188794314259101,-0.0346506370674573,0.0245194671060484,0.00352568613579407,-0.0101037377913268,0.0583541617697818,0.116152222922536,0.148434799532,0.0443282531060921,0.0789492198849673,0.0127620658490577,0.0149013823747763,0.0147839470404545,0.0423097830171333,0.0234614618324462,0.101431583542993,0.0154819963744386,0.0218761820799407,0.0350822638357113,0.0251382381860981,0.0892900237714648,0.0233005597995073,0.0314801653103297,0.0282956186041076,0.0536720156579344,0.132052414446067,0.0277287148762309,0.10708782112647,-0.0315337504396375,0.0595105433627119,-0.00980597180246434,0.0425341112777124,0.122222623557848,0.00367489178746283,0.120745877079901,0.0474964536851295,0.0240219110892893,0.0398868914829401
2000,9,0.0189712667467541,-0.0162524683322814,0.0241539883017859,0.00548200027110918,0.0122731234207957,0.0014343574124186,-0.100892558285815,0.0264441685790595,-0.00612142863899323,0.0432724962866194,0.00852665230888872,0.0288836703876149,-0.00324462328099284,0.00618099756832469,0.0357706666256904,-0.00181046793583917,0.0511115760722384,-0.131085265320566,0.0673116710426909,0.0212721072777838,-0.00415492555566077,0.0408579218909134,0.0335744780167999,0.00500066229055873,0.00363709289820469,0.0100875120850809,0.146551766480376,-0.0926116502741646,-0.0107134572115311,0.00209241608416744,-0.0179332790917809,0.0538426505853289,0.0193369471960113,0.00997535060068211,0.00979053286297582,-0.0441044586695998,0.0450939182762975,0.0194751188769097,0.0875480923461439,0.0512028738272208,-0.0257287165196516,-4.49185235196214e-05,0.120065273491367,-0.0764531585311743,0.0171327917042634,0.00998851214350616,0.0147021905044594,0.0292248563632305,-0.00106889481613465
2000,10,0.0210412152109595,-0.0291597969815568,0.0269409375460077,-0.0625138600535958,-0.0535474194276544,0.132605977104812,-0.071887561347432,-0.0998558535651372,0.0486070817730683,-0.0127355392511579,-0.0400324153408749,0.11937350220114,-0.0364027594945283,-0.142586971969399,-0.310145242884413,-0.000340938080351405,0.0288003203746949,0.0216046164363314,-0.0760207674466178,0.0121250914494755,0.0155564690037112,0.0286816979327691,0.0122977136588235,-0.316799022459337,0.0898510827792762,-0.0652036876622846,0.275209699417759,-0.108610836922768,0.136512603496997,0.000449738332623573,-0.0188601163696599,-0.0474793726008069,0.0382439045925153,-0.0628389441089655,0.276379747121844,-0.131816202997134,0.0650837921065283,-0.206184567122412,0.433871063565818,-0.239079071905921,0.025236243597985,-0.323567185244575,0.379288135705022,-0.270128980620197,-0.0259855983789359,-0.305790812792889,0.0959301473237892,-0.635670240362828,-0.0290694811152094
